 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11457499;"1ª Edición Festival Internacional de Luz de Madrid";"";"1";"1";"L,M,X,J,V,S,D";"";"2021-10-29 00:00:00.0";"2021-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7285edf0f70ab710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11461367;"35º Certamen coreográfico de Madrid";"Entrada general: 15 euros";"0";"1";"L,M,X,J,V,S,D";"";"2021-12-08 00:00:00.0";"2021-12-12 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa6be1e2c15cb710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"11";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/DanzaBaile";"";
11482271;"3º Muestra de cine finlandés en Madrid";"";"1";"0";"";"";"2021-10-09 00:00:00.0";"2021-10-09 23:59:00.0";"19:00";"En esta nueva edición presentamos un nuevo formato experimental más dinámico y participativo en la programación de nuestra cita anual con el cine finlandés en Hortaleza, y para todo Madrid. Presentaremos dos cortometrajes de la videoartista Marja Viitahuhta, Ask The Foremothers y Dreamscapes, y un documental, Eatnameamet-Our Siilent Struggle enfocados en el tema de la realidad territorial y de identidad del pueblo Sami que habita en el Norte de Finlandia.  Tras las proyecciones, realizaremos un coloquio/debate acerca del problema de las fronteras, el territorio y la identidad que afecta a todo el mundo y lo enfocaremos en Hortaleza como centro del mismo: en su identidad como pueblo dentro de Madrid y en la fuerza e importancia clave de su tejido asociativo, históricamente y en la actualidad, como motor de su identidad. Para ello contaremos con la participación y representación de agentes y asociaciones de Hortaleza.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=869c8dd1dd53c710VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural Carril del Conde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dc76ed8d8a75610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Carril del Conde (Hortaleza)";"1";"CALLE";"CARRIL DEL CONDE";"57";"HORTALEZA";"CANILLAS";"28043";"444516";"4479119";"40.46088953531134";"-3.6544210187969433";"/contenido/actividades/CineActividadesAudiovisuales";"";
11480760;"5 Pintores por Amor al Arte. Pintura.";"";"1";"1";"L,M,X,J,V";"12/10/2021;";"2021-09-30 00:00:00.0";"2021-10-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeb65b38f03c710VgnVCM1000001d4a900aRCRD";"Programa de actividades en el Centro Cultural Sara Montiel (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd49b87374893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/Exposiciones";"";
11469737;"50 años de la Mujer en la Policía Municipal";"";"1";"1";"L,M,X,J,V,S,D";"";"2021-10-01 00:00:00.0";"2021-10-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca8186685930c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Antonio Machado (San Blas - Canillejas)";"1";"CALLE";"SAN ROMÁN DEL VALLE";"8";"SAN BLAS-CANILLEJAS";"ARCOS";"28037";"447255";"4474591";"40.42027705095574";"-3.621741078700336";"/contenido/actividades/Exposiciones";"";
11481205;"5º Certamen de Cortos Labanda";"";"1";"0";"";"";"2021-10-23 00:00:00.0";"2021-10-23 23:59:00.0";"18:00";"'V Certamen de Cortos Labanda', final y entrega de premio del jurado y premio del público.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=777157f91713c710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural Fernando de los Ríos (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Fernando de los Ríos (Latina)";"1";"CALLE";"CAMARENA";"10";"LATINA";"ALUCHE";"28047";"435819";"4471933";"40.39552931214334";"-3.7562667464373223";"/contenido/actividades/CineActividadesAudiovisuales";"";
11483570;"6ID TOUR";"";"0";"0";"";"";"2021-10-09 00:00:00.0";"2021-10-09 23:59:00.0";"19:00";"Concierto. El grupo madrileño compuesto por 6 adolescentes Alejandra Pabon, Carla Pozos, Camino Moreno, Candela Camacho, Rocío Barroso y Paula González, que crean música a través de sus voces.  6ID tras quedar subcampeonas representando a España en la 4a edición del Concurso Internacional A Cappella Open Lineup 2021, presentará en directo las canciones de su último trabajo discográfico que cuenta con versiones de grandes temas de los mejores artistas del panorama musical actual. Además, en el concierto se contará, acompañando algunos temas al piano en duetos, con el arreglista vocal, compositor y productor musical de la agrupación, Dustin Calderón. 6ID Tour un espectáculo único, versátil y lleno de música, e interpretación, ritmo y baile, dirigido para todas las edades.  Duración: 80 minutos.  Todos los públicos.  Entrada: 10 euros.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=249784ca2563c710VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Cultural Sanchinarro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e14499c9cbd16710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12eb70618510f210VgnVCM1000000b205a0aRCRD";"Centro Cultural Sanchinarro (Hortaleza)";"1";"CALLE";"PRINCESA DE EBOLI";"29";"HORTALEZA";"VALDEFUENTES";"28050";"444469";"4482391";"40.49035310157377";"-3.655261744717257";"/contenido/actividades/Musica";"";
11253916;"7 Mujeres Lorquianas. Danza";"";"1";"0";"";"";"2021-10-08 00:00:00.0";"2021-10-08 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec4d87fd24965710VgnVCM1000001d4a900aRCRD";"Mujeres Lorquianas. Danza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=34ea87fd24965710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Santa Petronila (Villaverde)";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/DanzaBaile/Flamenco";"";
11470300;"A todos nos gusta el plátano";"";"0";"0";"";"";"2021-10-26 00:00:00.0";"2021-10-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c86137a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11470302;"A todos nos gusta el plátano";"";"0";"0";"";"";"2021-11-02 00:00:00.0";"2021-11-02 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb7137a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11470220;"A todos nos gusta el plátano";"";"0";"1";"L,M,X,J,V,S,D";"";"2021-10-08 00:00:00.0";"2021-10-10 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74e937a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11470299;"A todos nos gusta el plátano";"";"0";"1";"L,M,X,J,V,S,D";"";"2021-10-15 00:00:00.0";"2021-10-17 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d3137a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11479029;"A través de la locura. Sesión literaria";"";"1";"0";"";"";"2021-10-19 00:00:00.0";"2021-10-19 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f909dd0b5b2c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=048525eae8975710VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Emilia Pardo Bazán. Ciudad Lineal";"1";"AVENIDA";"BADAJOZ";"60";"CIUDAD LINEAL";"SAN PASCUAL";"28027";"444580";"4477056";"40.442311100791215";"-3.6534806246311913";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11482140;"A vision in a dream";"";"1";"0";"";"";"2021-10-16 00:00:00.0";"2021-10-16 23:59:00.0";"19:00";"MONCLOA A RITMO DE JAZZ   THE MACHETAZO   'A vision in a dream'  ainruta JAZZ tiene como objetivo dar a conocer y promocionar a los artistas de jazz españoles, difundir sus propuestas y ampliar la proyección de la música de jazz mediante su programación en nuevos espacios.      Formación:   Jorge Castañeda ? piano  Nacho de Frutos ? guitarra  Daniel Juárez ? saxo tenor  Dario Guibert ? contrabajo   Mikel Urretagoiena ? batería  Es un proyecto musical surgido por cinco jóvenes músicos de jazz contemporáneo afincados en Madrid. Su música está enraizada principalmente en el jazz, pero se independiza en cierta manera de las convenciones del género al estar arreglada e interpretada con un enfoque y sentimiento inédito en este estilo musical, y que puede llegar a emparentarles con determinadas estructuras ajenas a éste, pero siempre pasada por un personal tamiz. The Machetazo es un grupo instrumental con muy diversas influencias, una sobria raíz jazz y mucha aventura contemporánea donde la improvisación cohabita.  Será obligatorio el uso de mascarilla y gel hidroalcohólico en la entrada así como atender en todo momento a las indicaciones del personal para cumplir las medidas preventivas dictadas por las autoridades sanitarias.   Entrada libre hasta completar aforo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d304ee1aca53c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Moncloa (Moncloa - Aravaca)";"2";"PLAZA";"MONCLOA";"1";"MONCLOA-ARAVACA";"ARGUELLES";"28008";"439028";"4476311";"40.435209393826675";"-3.7188765163188293";"/contenido/actividades/DanzaBaile/Flamenco";"";
11483994;"Abominable";"";"1";"0";"";"";"2021-10-22 00:00:00.0";"2021-10-22 23:59:00.0";"18:00";"Todos los viernes la biblioteca ofrece sesiones de cine. Películas clásicas y más actuales para el disfrute de toda la familia. Para asistir, deberás recoger una invitación que se pondrá a disposición en el mostrador principal de la biblioteca una semana antes de la proyección. Podrás recoger cuatro invitación cómo másximo. Se respetaran todas las medidas Covid (mascarilla obligatoria, uso de gel hidroalcohólico, distancia de seguridad).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc0cb1f1a63c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños,/usuario/Familias";
11481901;"Abra cadabra pata de cabra";"";"1";"0";"";"";"2021-10-17 00:00:00.0";"2021-10-17 23:59:00.0";"12:00";"Compañía El Gallinero de Micaela. Cuentacuento tetralizado. Especial Halloween.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be01cbd29653c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"DE LAS GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443950";"4469433";"40.3735856436473";"-3.6602546064905397";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11485349;"Abrazoa de tango";"";"1";"0";"";"";"2021-10-30 00:00:00.0";"2021-10-30 23:59:00.0";"18:00";"Lugar: Explanada del Ensanche   Compañía: Grupo Clavis.  El Tango Argentino hoy vuela por Madrid en toda su naturaleza con los bailarines y actores argentinos Silvina Mañanes y Rodrigo Mendiola da Rocha, en la intimidad de un concierto coloquial y visual, que recorre tangos e historias emblemáticas e invita a disfrutar de lo más auténtico de Buenos Aires.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27e4a6c01ab3c710VgnVCM2000001f4a900aRCRD";"Calle Abierta. Villa de Vallecas. Octubre-Noviembre 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c11fd3655b3c710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8c31bbad23cf310VgnVCM1000000b205a0aRCRD";"Auditorio Municipal Las Trece Rosas";"1";"CALLE";"MONTE DE MONTJUICH";"7";"VILLA DE VALLECAS";"CASCO H.VALLECAS";"28031";"447581";"4470145";"40.38024517813902";"-3.617532420014534";"/contenido/actividades/Musica";"";
11484651;"Abre la boca  y di ahhhhhhhh";"";"1";"0";"";"";"2021-10-16 00:00:00.0";"2021-10-16 23:59:00.0";"12:00";"INFANTIL     COMPAÑÍA TELÓN TOLON    'Abre la boca y di Ahhhh'          Recomendado para niñas y niños mayores de 4 años  Intérprete Lengua de Signos   Abre la boca y di AAAH es un divertidísimo espectáculo de clown con música en directo, en el que afrontamos los miedos de los niños cada vez que tienen que ir al médico. Para ello, convertimos la consulta en un lugar donde el juego, la diversión y la música deconstruyen la imagen, casi siempre negativa, que pueden tener los niños y las niñas de un lugar tan importante durante todo su desarrollo.   Será obligatorio el uso de mascarilla y gel hidroalcohólico en la entrada así como atender en todo momento a las indicaciones del personal para cumplir las medidas preventivas dictadas por las autoridades sanitarias.   Entrada libre hasta completar aforo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43cafd3655b3c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Julio Cortázar (Moncloa - Aravaca)";"1";"CALLE";"ANTONIO MACHADO";"20";"MONCLOA-ARAVACA";"VALDEZARZA";"28035";"438998";"4479816";"40.46678159096302";"-3.7195669111891703";"/contenido/actividades/DanzaBaile/Flamenco";"";
11296402;"Acompañamiento socio-jurídico a mujeres sin hogar desde una perspectiva feminista";"";"1";"0";"";"";"2021-10-25 00:00:00.0";"2021-10-25 23:59:00.0";"17:30";". (*)Invisibilidad, vulnerabilidad y múltiple discriminación, son aspectos que suelen acompañar a las mujeres en situación de exclusión residencial.Con este taller, reivindicamos la necesidad de visibilizar la realidad de las mujeres sin hogar desde un conocimiento y acompañamiento óptimo de su situación y derechos, y desde una perspectiva feminista en los ámbitos social y jurídico.Lunes 25 de octubre de 17:30 a 19 h. Actividad presencial. Dirigida a toda la ciudadanía. Inscripción previa.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d067ded01fa6710VgnVCM2000001f4a900aRCRD";"Un espacio jurídico propio";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e08c01345fa6710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=048525eae8975710VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Emilia Pardo Bazán. Ciudad Lineal";"1";"AVENIDA";"BADAJOZ";"60";"CIUDAD LINEAL";"SAN PASCUAL";"28027";"444580";"4477056";"40.442311100791215";"-3.6534806246311913";"/contenido/actividades/EnLinea";"/usuario/Mujeres";
11216378;"Activadas para el empleo";"";"1";"1";"M";"6/1/2021;";"2021-10-05 00:00:00.0";"2021-10-26 23:59:00.0";"11:00";"Ven los MARTES a nuestro grupo de empleo y emprendimiento 'Activadas' ¿Estás en búsqueda de empleo? ¿Quieres cambiar de trabajo, formarte o reciclarte? ¿Quieres emprender y no sabes por dónde empezar? Descubre que no estás sola y apúntate a nuestros talleres de este mes:   Taller 'Las claves del CV' MARTES 5 y 12 de octubre  Taller 'Preparación de la entrevista' MARTES 19 y 26 de octubre  Martes de 11 a 12:30 h. Imprescindible inscripción previa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=93d1b6e17ad44710VgnVCM1000001d4a900aRCRD";"Desarrollo profesional";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da4db6e17ad44710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Carme Chacón. Hortaleza";"1";"CALLE";"MATAPOZUELOS";"2";"HORTALEZA";"CANILLAS";"28043";"444876";"4479190";"40.46155641637237";"-3.6501714580414126";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11477826;"Actividad con conjuntos empáticos";"";"1";"0";"";"";"2021-10-10 00:00:00.0";"2021-10-10 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0a8131e1962c710VgnVCM2000001f4a900aRCRD";"Actividad con conjuntos empáticos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e8e3e377862c710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5787e842ec9a6110VgnVCM1000000b205a0aRCRD";"Centro Cultural San Francisco La Prensa (Carabanchel)";"1";"CALLE";"ALISEDA";"4";"CARABANCHEL";"PUERTA BONITA";"28025";"437044";"4469856";"40.37690319217392";"-3.741639735552097";"/contenido/actividades/ActividadesCalleArteUrbano";"/usuario/Niños";
11486910;"Actividades del día contra la violencia de género";"";"1";"0";"";"";"2021-11-25 00:00:00.0";"2021-11-25 23:59:00.0";"18:00";"Lugar: Paseo Federico García Lorca";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17d26be4bca4c710VgnVCM2000001f4a900aRCRD";"Calle Abierta. Villa de Vallecas. Octubre-Noviembre 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c11fd3655b3c710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
11474773;"Actividades. Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). Octubre 2021";"";"1";"0";"";"";"2021-10-29 00:00:00.0";"2021-10-29 23:59:00.0";"18:30";"Teatro. Adaptación de 'No te vistas para cenar', de Marc Camoletti. A cargo de la Compañía de Teatro Ícaro. Dirección: José Manuel Díaz del Pulgar Un fin de semana felizmente planeado. El marido la esposa, el amigo común, la amante? y una cocinera muy dispuesta con un bruto por novio. ¡Ahora solo falta saber quién dormirá con quién esta noche! La compañía de teatro ÍCARO, comenzó su andadura en el año 1981, con la obra de teatro Enemigos, de J.J. Martínez. Desde entonces, han estrenado montajes de todos los estilos, con los cuales han recorrido pueblos y ciudades de toda España y participado en numerosos certámenes, donde han obtenido premios a todos los niveles: dirección, interpretación, grupo, montaje, etc.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e11eadd69a61c710VgnVCM1000001d4a900aRCRD";"Actividades. Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). Mayo 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c4bf1731221610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD";"Centro Sociocultural Alfonso XII (Fuencarral - El Pardo)";"1";"CALLE";"MIRA EL RIO";"4";"FUENCARRAL-EL PARDO";"EL PARDO";"28048";"434105";"4485730";"40.519673311658686";"-3.7779055687726535";"/contenido/actividades/TeatroPerformance";"";
11477579;"Acto Institucional del 14º Encuentro entre Culturas 'Multilatina' 2021";"";"1";"0";"";"";"2021-10-07 00:00:00.0";"2021-10-07 23:59:00.0";"18:30";"Acto Institucional del 14º Encuentro entre Culturas 'Multilatina' 2021. Festival folclórico internacional 'Músicas del mundo' con la participación de artistas de España, Argentina, Marruecos y Ecuador.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=942e4dd76c42c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"1";"AVENIDA";"LAS AGUILAS";"2";"LATINA";"LAS AGUILAS";"28044";"435330";"4470783";"40.38513183038149";"-3.761911556533903";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"";
